NPS Public Use Statistics Query Builder,,,,,,,,,,,
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year),,,,,,,,,,,
,,,,,,,,,,,
Park,Unit Code,Park Type,Region,State,Year,Month,Recreation Visits,Recreation Hours,Tent Campers,RV Campers,Backcountry Campers
Acadia NP,ACAD,National Park,Northeast ,ME,2019,1,"8,532","56,311",0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,2,"9,154","60,414",0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,3,"20,161","133,064",0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,4,"68,046","394,023",0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,5,"226,156","1,670,692","10,416","3,327",0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,6,"490,720","3,731,975","23,721","10,383",263
Acadia NP,ACAD,National Park,Northeast ,ME,2019,7,"756,439","5,049,909","36,135","11,853",357
Acadia NP,ACAD,National Park,Northeast ,ME,2019,8,"759,735","5,159,613","39,093","11,637",396
Acadia NP,ACAD,National Park,Northeast ,ME,2019,9,"603,273","3,807,421","22,425","15,174",185
Acadia NP,ACAD,National Park,Northeast ,ME,2019,10,"436,194","2,778,987","9,195","5,322",83
Acadia NP,ACAD,National Park,Northeast ,ME,2019,11,"46,011","276,064",0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,12,"12,865","77,191",0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2019,1,"21,499","66,975",48,55,0
Arches NP,ARCH,National Park,Intermountain ,UT,2019,2,"30,239","90,766",0,0,2
Arches NP,ARCH,National Park,Intermountain ,UT,2019,3,"132,191","432,543",578,451,64
Arches NP,ARCH,National Park,Intermountain ,UT,2019,4,"168,788","610,290","1,612","2,130",46
Arches NP,ARCH,National Park,Intermountain ,UT,2019,5,"217,474","763,628","1,720","2,271",64
Arches NP,ARCH,National Park,Intermountain ,UT,2019,6,"225,206","792,881","2,754","1,828",59
Arches NP,ARCH,National Park,Intermountain ,UT,2019,7,"208,993","753,288","2,916","1,855",23
Arches NP,ARCH,National Park,Intermountain ,UT,2019,8,"184,890","652,632","2,025","1,704",47
Arches NP,ARCH,National Park,Intermountain ,UT,2019,9,"207,857","729,850","2,128","1,650",28
Arches NP,ARCH,National Park,Intermountain ,UT,2019,10,"149,764","589,552","2,340","2,371",45
Arches NP,ARCH,National Park,Intermountain ,UT,2019,11,"73,420","297,890","1,121","1,745",25
Arches NP,ARCH,National Park,Intermountain ,UT,2019,12,"39,381","132,524",281,230,2
Badlands NP,BADL,National Park,Midwest ,SD,2019,1,"8,981","35,049",0,0,2
Badlands NP,BADL,National Park,Midwest ,SD,2019,2,"8,059","31,431",0,0,0
Badlands NP,BADL,National Park,Midwest ,SD,2019,3,"16,517","64,646",7,2,2
Badlands NP,BADL,National Park,Midwest ,SD,2019,4,"25,083","102,577",56,12,66
Badlands NP,BADL,National Park,Midwest ,SD,2019,5,"71,885","314,923",277,77,408
Badlands NP,BADL,National Park,Midwest ,SD,2019,6,"201,516","869,840",755,166,580
Badlands NP,BADL,National Park,Midwest ,SD,2019,7,"250,898","1,086,274",868,221,510
Badlands NP,BADL,National Park,Midwest ,SD,2019,8,"207,743","905,202","1,014",181,456
Badlands NP,BADL,National Park,Midwest ,SD,2019,9,"118,262","516,805",398,196,328
Badlands NP,BADL,National Park,Midwest ,SD,2019,10,"37,727","170,714",107,67,129
Badlands NP,BADL,National Park,Midwest ,SD,2019,11,"15,450","60,555",5,7,5
Badlands NP,BADL,National Park,Midwest ,SD,2019,12,"8,877","34,777",3,1,7
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,1,"29,318","524,564",159,403,422
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,2,"43,129","1,042,717","4,304","5,172","2,587"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,3,"83,826","1,860,025","9,319","6,184","5,987"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,4,"49,312","1,217,304","8,628","4,572","2,317"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,5,"37,411","807,515","4,672",874,"1,136"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,6,"21,228","492,072","3,302",347,324
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,7,"21,747","443,126","2,645",239,345
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,8,"17,238","360,858","2,414",316,325
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,9,"21,246","455,016","2,464",539,631
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,10,"42,724","835,444","2,038","1,031","1,986"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,11,"50,688","1,285,708","7,936","4,265","3,980"
Big Bend NP,BIBE,National Park,Intermountain ,TX,2019,12,"45,965","1,172,004","6,521","4,903","3,280"
Biscayne NP,BISC,National Park,Southeast ,FL,2019,1,"50,873","152,883",4,0,0
Biscayne NP,BISC,National Park,Southeast ,FL,2019,2,"59,754","183,702",46,0,0
Biscayne NP,BISC,National Park,Southeast ,FL,2019,3,"76,685","248,032",100,0,0
Biscayne NP,BISC,National Park,Southeast ,FL,2019,4,"64,172","216,227",25,0,0
Biscayne NP,BISC,National Park,Southeast ,FL,2019,5,"79,779","243,656",0,0,0
Biscayne NP,BISC,National Park,Southeast ,FL,2019,6,"65,173","199,840",0,0,0
Biscayne NP,BISC,National Park,Southeast ,FL,2019,7,"60,239","185,038",0,0,0
Biscayne NP,BISC,National Park,Southeast ,FL,2019,8,"46,191","142,892",0,0,0
Biscayne NP,BISC,National Park,Southeast ,FL,2019,9,"46,723","144,490",0,0,0
Biscayne NP,BISC,National Park,Southeast ,FL,2019,10,"38,582","120,860",33,0,0
Biscayne NP,BISC,National Park,Southeast ,FL,2019,11,"59,948","184,643",20,0,0
Biscayne NP,BISC,National Park,Southeast ,FL,2019,12,"60,403","182,912",10,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,1,"4,921","8,886",3,0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,2,"6,369","17,066",11,0,2
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,3,"12,180","26,934",64,20,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,4,"25,077","59,350",140,394,68
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,5,"75,198","409,684","2,780","1,836",244
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,6,"75,289","435,444","3,550","2,502",576
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,7,"51,368","342,640","3,585","2,127",441
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,8,"80,046","430,953","3,526","2,004",267
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,9,"48,420","267,642","1,659","1,666",164
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,10,"25,828","127,525","2,037","1,397",93
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,11,"22,684","54,417",427,269,6
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2019,12,"5,438","13,962",14,58,0
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,1,"36,860","115,682",86,103,0
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,2,"29,813","92,779",77,62,0
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,3,"75,853","292,648",473,415,0
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,4,"207,061","812,717","1,188","1,522",14
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,5,"327,975","1,291,154","3,110","2,782",150
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,6,"398,290","2,182,385","5,109","3,681",577
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,7,"401,970","2,239,525","5,664","3,435",156
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,8,"383,458","2,149,237","5,652","3,450",186
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,9,"392,428","2,113,367","4,662","4,245",184
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,10,"232,094","974,735","2,959","2,926",97
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,11,"65,748","279,035",826,866,24
Bryce Canyon NP,BRCA,National Park,Intermountain ,UT,2019,12,"43,354","162,419",274,166,6
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,1,"7,146","32,962",36,79,115
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,2,"9,705","54,836",122,168,432
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,3,"60,792","463,726",770,580,"7,892"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,4,"89,861","699,615","1,254","1,226","11,896"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,5,"114,464","835,383","1,336","1,168","13,517"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,6,"92,295","634,536","1,574",834,"8,754"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,7,"64,672","393,501",616,218,"4,840"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,8,"69,297","417,164",448,232,"5,415"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,9,"97,817","671,003","1,257","1,201","9,614"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,10,"82,642","646,098","1,117","1,392","11,086"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,11,"31,582","235,236",526,557,"3,674"
Canyonlands NP,CANY,National Park,Intermountain ,UT,2019,12,"13,723","68,689",79,130,460
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,1,"11,893","10,874",90,39,0
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,2,"12,368","16,182",75,61,8
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,3,"73,416","139,285","2,228","1,564",950
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,4,"147,156","228,145","2,322","3,693",807
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,5,"196,840","285,081","3,295","3,849",956
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,6,"151,410","234,180","3,783","2,576",373
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,7,"129,372","197,947","3,986","2,050",74
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,8,"127,341","210,714","3,713","2,318",100
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,9,"170,057","260,043","3,067","3,106",263
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,10,"146,664","246,983","2,527","4,233",377
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,11,"42,859","54,869",487,419,79
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,12,"17,143","25,269",92,85,23
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,1,"3,093","11,566",0,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,2,"19,470","71,394",0,0,9
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,3,"56,581","207,078",0,0,32
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,4,"37,543","138,050",0,0,22
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,5,"41,516","157,214",0,0,36
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,6,"57,111","225,075",0,0,16
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,7,"69,444","273,505",0,0,16
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,8,"36,354","145,974",0,0,13
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,9,"28,455","112,720",0,0,10
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,10,"33,014","131,961",0,0,29
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,11,"27,519","101,601",0,0,35
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,12,"30,591","111,768",0,0,7
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,1,"9,193","146,626",0,0,691
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,2,"22,263","229,853",0,0,722
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,3,"34,951","404,187",0,0,"2,270"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,4,"39,218","484,974",0,0,"2,724"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,5,"39,070","504,262",0,0,"1,962"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,6,"44,915","609,130",0,0,"2,484"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,7,"47,581","564,097",0,0,"3,019"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,8,"49,793","743,094",0,0,"3,506"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,9,"38,681","542,859",0,0,"2,791"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,10,"36,691","583,282",0,0,"1,528"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,11,"25,212","333,865",0,0,"1,066"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,12,"22,062","265,216",0,0,648
Congaree NP,CONG,National Park,Southeast ,SC,2019,1,"7,000","23,181",0,0,0
Congaree NP,CONG,National Park,Southeast ,SC,2019,2,"10,910","43,009",0,0,41
Congaree NP,CONG,National Park,Southeast ,SC,2019,3,"17,121","87,342",0,0,254
Congaree NP,CONG,National Park,Southeast ,SC,2019,4,"15,408","69,785",0,0,39
Congaree NP,CONG,National Park,Southeast ,SC,2019,5,"28,786","117,679",0,0,90
Congaree NP,CONG,National Park,Southeast ,SC,2019,6,"13,282","51,126",0,0,18
Congaree NP,CONG,National Park,Southeast ,SC,2019,7,"10,936","42,187",0,0,20
Congaree NP,CONG,National Park,Southeast ,SC,2019,8,"11,028","43,083",0,0,24
Congaree NP,CONG,National Park,Southeast ,SC,2019,9,"8,312","32,235",0,0,53
Congaree NP,CONG,National Park,Southeast ,SC,2019,10,"13,902","63,287",0,0,141
Congaree NP,CONG,National Park,Southeast ,SC,2019,11,"11,765","56,876",0,0,141
Congaree NP,CONG,National Park,Southeast ,SC,2019,12,"10,995","41,166",0,0,60
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,1,"3,120","12,920",0,0,100
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,2,"2,436","9,927",0,0,70
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,3,"4,800","22,080",0,0,264
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,4,"15,898","59,422",0,0,189
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,5,"44,808","173,020",0,0,128
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,6,"103,442","522,672",0,0,130
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,7,"201,191","906,149","1,330",0,472
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,8,"163,472","830,283","1,678",0,595
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,9,"98,266","583,916","1,178",0,288
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,10,"41,635","199,777",508,0,72
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,11,"16,843","60,071",0,0,56
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,12,"8,601","31,545",0,0,72
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,1,"88,020","176,578",0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,2,"82,061","177,552",0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,3,"126,521","340,830",0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,4,"177,318","374,442",0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,5,"225,949","1,033,518",0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,6,"284,079","761,263",0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,7,"284,928","721,077",0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,8,"285,616","799,618",0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,9,"226,681","721,417",0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,10,"203,708","664,442",0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,11,"142,329","422,817",0,0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,12,"110,787","361,681",0,0,0
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,1,"111,954","672,161","1,600","1,139",221
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,2,"112,925","950,506","9,334","15,843",221
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,3,"178,553","1,466,075","14,403","22,518",539
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,4,"177,696","1,256,574","9,786","10,189",211
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,5,"155,378","979,581","3,472","4,384",97
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,6,"122,013","721,570","1,398",934,23
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,7,"142,487","832,577",788,371,2
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,8,"165,632","966,464",899,205,4
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,9,"168,894","1,003,190","2,181","1,485",135
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,10,"138,152","981,019","6,334","9,376",105
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,11,"132,013","1,156,605","14,223","19,098",267
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,12,"135,248","1,038,994","10,093","12,032",90
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,1,96,"1,060",0,0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,2,"2,603","31,818",0,0,121
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,3,"4,613","67,194",0,0,328
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,4,"3,686","102,522",0,0,"2,295"
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,5,"53,995","671,174",0,0,"6,700"
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,6,"144,156","1,712,836",0,0,"9,688"
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,7,"168,078","1,787,019",0,0,"3,881"
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,8,"154,044","1,540,678",0,0,"2,295"
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,9,"61,504","625,864",0,0,867
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,10,"3,863","42,286",0,0,28
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,11,"1,799","20,870",0,0,4
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,12,"2,715","31,378",0,0,4
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,1,"6,179","50,836",878,0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,2,"6,937","49,360",208,0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,3,"7,417","56,015",668,0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,4,"7,720","58,769",528,0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,5,"8,124","62,047",710,0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,6,"8,041","68,629","1,052",0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,7,"7,692","58,939",766,0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,8,"6,658","50,925",352,0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,9,"4,694","37,669",304,0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,10,"4,432","32,946",320,0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,11,"5,336","39,919",412,0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,12,"5,970","47,144",588,0,0
Everglades NP,EVER,National Park,Southeast ,FL,2019,1,"85,838","419,893",0,0,"1,528"
Everglades NP,EVER,National Park,Southeast ,FL,2019,2,"96,953","578,028",0,0,"2,647"
Everglades NP,EVER,National Park,Southeast ,FL,2019,3,"146,859","741,355",0,0,"2,572"
Everglades NP,EVER,National Park,Southeast ,FL,2019,4,"131,278","525,910",0,0,"1,332"
Everglades NP,EVER,National Park,Southeast ,FL,2019,5,"77,435","263,187",0,0,246
Everglades NP,EVER,National Park,Southeast ,FL,2019,6,"68,267","237,173",0,0,106
Everglades NP,EVER,National Park,Southeast ,FL,2019,7,"63,394","182,603",0,0,166
Everglades NP,EVER,National Park,Southeast ,FL,2019,8,"80,177","271,755",0,0,46
Everglades NP,EVER,National Park,Southeast ,FL,2019,9,"60,469","220,042",0,0,69
Everglades NP,EVER,National Park,Southeast ,FL,2019,10,"70,222","263,284",0,0,273
Everglades NP,EVER,National Park,Southeast ,FL,2019,11,"103,643","521,346",0,0,"1,565"
Everglades NP,EVER,National Park,Southeast ,FL,2019,12,"133,765","738,812",0,0,"2,182"
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,1,0,0,0,0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,2,0,0,0,0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,3,74,37,0,0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,4,91,46,0,0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,5,454,227,0,0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,6,647,"14,222",0,0,581
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,7,"2,852","33,098",0,0,"1,324"
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,8,"5,399","49,508",0,0,"1,955"
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,9,966,"5,210",0,0,198
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,10,35,18,0,0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,11,0,0,0,0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2019,12,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,1,"18,962","75,846",0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,2,"51,416","205,662",0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,3,"164,238","656,950",0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,4,"138,309","553,236",0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,5,"165,964","663,856",0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,6,"296,149","1,184,596",0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,7,"583,866","2,335,463",0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,8,"208,999","835,996",0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,9,"127,764","511,057",0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,10,"122,770","491,082",0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,11,"91,836","367,345",0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2019,12,"85,036","340,144",0,0,0
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,1,173,"2,796",0,0,22
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,2,173,"2,796",0,0,22
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,3,195,"2,840",0,0,22
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,4,"3,642","46,762",0,0,86
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,5,"121,332","1,501,320",32,0,605
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,6,"132,054","1,728,122",210,0,"1,128"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,7,"152,932","2,014,204",238,0,914
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2019,8,"145,002","1,852,194",252,0,"1,088"
